"productName","rating","author","date","title","body","verifiedBuyer","upvotes","downvotes"
"Emergency Brownies","5","kristina d.","05/17/2024","No Title","there good and they work for me. buyingmore!",true,"1","0"
"Lady Leche","5","Carrie I.","05/17/2024","One of my faves","Easy to use, tastes great, used with pumping queen and emergency brownies when needed and have doubled my supply. Super happy and would buy again!",true,"4","0"
"Emergency Brownies","5","Carrie I.","05/17/2024","Delicious & Helpful","Delivered quickly, taste great, and have doubled my supply!",true,"1","0"
"Emergency Brownies","5","Hillary S.","05/17/2024","More milk","My goal is to exclusively breast feed/ pump but my start after birth didnt set me up for success. My baby was getting half milk half formula each day. After using the emergency brownies for just a week she was down to having just a few ounces of formula a day! I loved these results and looking forward to continuing!",true,"8","4"
"Emergency Brownies","5","Arline","05/17/2024","Wow","I love the emergency brownies. Stop eating them because I went dairy free. Then came to look at the ingredients and found out they are dairy free. Life savor! Thank you!",false,"5","1"
"Pumping Queen","5","Carrie I.","05/17/2024","Easy and tastes great!","Using this with lady leche and brownies as needed and doubled my supply. Love the taste and easy to use.",false,"0","0"
"Bestseller Bundle","5","Carrie I.","05/17/2024","Love it!","Delivered quickly, treats are delicious, drinks are good and the supplement even tastes good well! Seeing a double in supply and very happy with these results!",true,"1","0"
"Lady Leche","5","Analicia C.","05/16/2024","Love it","I was taking this and the emergency brownies. And I saw a different I just re ordered Im glad I found this product",false,"1","0"
"Emergency Brownies","4","Josimeire O.","05/16/2024","The product is excellent, it's miraculous","The product is excellent, it works, it gives me a lot of milk, I already want to buy it but it's miraculous",true,"0","0"
"Salted Caramel Lactation Cookies","5","Aste H.","05/15/2024","Amazing cookie","The Salted Caramel cookie was great overall. Has a nice taste where its sweet but not overly sweet. I believe with staying hydrated and eating 2 of these cookies a day definitely helped increase my supply. Would recommend for those who are needing a little boost in their supply.",false,"1","0"
"Lactation Brownies","5","Maria R.","05/15/2024","Delicious and it works","I have great milk production but I Wanted more milk so I could pump and omg it worked great def have way more milk and i definitely recommend they are also very tasty",true,"1","0"
"Emergency Brownies","5","Erin L.","05/12/2024","Doubled my supply over night!","I didn't realize how much these helped my supply until I stopped eating them and then last night I was desperate to increase my supply after a severe dip in the past week or two so I ate my last one and this morning was the first time I woke up engorged in weeks. Yesterday morning I pumped a total of 4 oz and this morning I've already doubled that and am still pumping.",true,"1","0"
"Salted Caramel Lactation Cookies","5","Alexa R.","03/26/2024","Yummy","This is by far the best tasting of all the cookies. My supply went up a little but overall a great snack.",true,"0","0"
"Emergency Brownies","5","Khady J.","03/26/2024","Tastyyy","Im not a sweets person at all but these brownies are soooooo good. Do they help with milk supply? I feel like they do. I havent pumped because I couldnt find one that worked for me. So I cant really compare. But I finally found a pump and I produced a good 5-6oz from one of my breast.",true,"0","0"
"Pumping Queen","5","Cara","03/26/2024","Works","Take dairy dutchess and pumping queen and my supply has increased some. Allergic to blessed and milk thistle glad these don't have it.",true,"0","0"
"Dairy Duchess","5","Shamekia J.","03/26/2024","It helped!","Helped my let down and thickened my milk.",true,"0","0"
"Dairy Duchess","5","Cara","03/26/2024","Works","Take dairy dutchess and pumping queen and my supply has increased some. Allergic to blessed and milk thistle glad these don't have it.",true,"0","0"
"Emergency Brownies","5","Kiellien H.","03/26/2024","Wow, wow, WOW!","These brownies were my last hope. As a mom of a premie, I was a low producer. I had tried the cookies, body armor, extra water, lactation tea. None of that worked for me and didnt show any difference. I can say honestly since I started eating these my milk supply has doubled and I barely have to use formula to supplement! Which was my goal! It took about 3 days for the milk to really come in but I am no longer stressed out at home or worried that working will decrease my supply. Seriously if you need help with your supply, give these a try!",true,"3","2"
"Dairy Duchess","5","Brittany L.","03/25/2024","UHHHMAZING!!","Ok, so breastfeeding was annoying me and also stressing me out because it would be such hit or miss when I was producing anything. Enter Milky Mama and BAM! Dairy Duchess mixed with the emergency brownies (which are incredible by the way. I'm eating one now as I type this) I am able to pump and not have to worry about not having enough milk. These products have single-handedly made pumping successful for me! I'm on my last brownie, so I'll be purchasing more and I'm on my second vial of the Dairy Duchess. PLEASE PLEASE do yourself a favor and try these products if you are feeling like you aren't producing enough for your babes. <3",true,"2","0"
"Emergency Brownies","5","Brittany L.","03/25/2024","Purchasing another box now!","These are so delicious and have boosted my milk supply so much. I'm eating my last one as I type this, and ordering another box right now :) Thank you so much for creating such tasty treats for mommas!",true,"0","0"
"Lactation Brownies","5","Summer O.","03/25/2024","Excellent!","Ive been taking the regular lactation brownies and the lemoonade daily and Ive seen a significant increase in my milk production. Im pumping around 3 to 4 ounces each boob when I was normally getting 1-1/2 to 2 ounces each before. And on top of it the brownies are a nice sweet treat to enjoy! I ended up going for the subscription for the brownies and I dont regret it! Thank you Milky Mama!",true,"0","0"
"Salted Caramel Lactation Cookies","5","Adriana M.","03/23/2024","The best!","Not only do these taste better than some cookies Ive had my whole life but they do work!! Ive had about 1-2 cookies per day and doubled my supply just a couple days later. I cant say just this alone will give you the same results but I can say they help in addition to being hydrated and taking in a lot of protein:)",true,"0","0"
"Welcome Bundle","5","Maritza A.","03/22/2024","Sooo yummy","These products are all delicious. Tried them a few years ago when I had my son and they did seem to help. So now that I just had my daughter, I knew I had to get them again.",false,"1","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","KELLI S.","03/22/2024","Peanut butter chocolate chip cookies and lactation brownies","They are both delicious. Any other lactation snacks I've tried before these were disgusting. 100% satisfaction with milky mama snacks!",false,"0","1"
"Salted Caramel Lactation Cookies","5","Lisa","03/21/2024","Can't stop","Love love love them. Huge fan of the ER Brownies now a huge fan of these cookies. I have seen an increase from 1-2oz to 3-4oz a session. I used various different lactation supplements but this one is hands down the most effective. Greatly appreciate all your hardwork!!",false,"0","0"
"Dairy Duchess","5","Amanda P.","03/21/2024","Amazing!","Been taking the recommended amount and have noticed a boost in my supply since day 1! In the last week Ive noticed it becoming creamier as well! Very happy with this product",true,"0","0"
"Bestseller Bundle","5","Elizabeth L.","03/21/2024","Absolutely worth the price","If youre wanting to try something but not sure specifically what you want then this is the box for you! I used milky mama with my second born back in 2020 and it helped my supply so much that with my newborn I most definitely needed it! I didnt use any products with my 3rd and my supply dried up at 9 months, with my 4th I wasnt making the same mistake. I am so happy I got the bundle to try everything out again since I didnt try the lemonade before.",false,"2","0"
"Emergency Brownies","5","Elaina","03/20/2024","THANK YOU KRYSTAL!","Ive tried everything to get my milk supply up - every 2-3hr BF or pumping, coconut water, oats, other lactation cookies, body armors, all herbal supplements you can try for lactation support, drinking tons of water/eating enough. It helped a little bit but still was having to supplement with formula. Im still doing all that along with these brownies now. Before buying these, I read the reviews before purchasing and it did get my hopes really high for these brownies! I usually dont care to track packages but this one I was super excited about and was watching every day when will they get here? (They came in a few days - I was just super excited). I told myself I need to not get my hopes up too high because what if it doesnt make too much of a difference. Well OMG I have noticed a difference! I just pumped my first 4oz in one session. And the brownies taste better than any other baked goods Ive ever had so it makes me want to eat lots of them LOL. Theyre so sweet and yummy! Im surprised how fresh they taste. Krystal I love you for the difference you have made among breastfeeding moms. You are a God sent angel. I have a subscription for the brownies too because they do work!! Highly recommend! I want to try the other products from Milky Mama now",false,"2","0"
"Bestseller Bundle","5","Loren P.","03/20/2024","Great product!","I chose the lady Leche drops for my bundle. Not a huge fan of the taste, but I have gotten used to it; however, it does work. I haven't seen a huge jump in my milk production but definitely have noticed a difference. I have seen a difference in my refill time as well. The cookies and brownies...AMAZING taste! I couldn't quite do the lemoonade, wasn't a fan of the taste but I just don't care for the taste of fennel. Overall I would highly recommend this bundle!!",true,"2","0"
"Mini Milky Sampler Pack","3","Shay","03/20/2024","Worth A Shot","I didnt see a large change in supply at all. Maybe .5oz one time. Not enough to repurchase. The lemonade was not great at all but I enjoyed the brownies. The cookies were just okay. It took over 2 weeks for items to arrive.",false,"7","1"
"Lady Leche","5","Amy S.","03/19/2024","Seemed to help!","It seemed to help me for sure, I just entirely struggle to produce no matter the method I try. I highly recommend giving this a shot as a last resort. It's not a ""miracle potion"" to just boost lactation, you will probably still have to put in the effort such as drinking enough water and eating enough food and calories, to give the supplement something to turn into breast milk.",true,"2","0"
"Emergency Brownies","5","Chrystalynn S.","03/07/2024","Yummy!","I was pretty skeptical about the taste but the brownies taste so good! I looked forward to eating them every day. I noticed a small increase in my milk supply but not a huge one. I was pumping about 2-3oz both boobs combined, now I get 3-4oz. My supply is still considerably low since my little now eats between 4-5oz a feeding. I order another supply so hoping it continues to increase my supply. I got these along with the lemoonade drink mix.",true,"1","0"
"Emergency Brownies","5","Shari M.","03/07/2024","They really help!","I got an advertisement for these brownies and I'm so glad I gave them a try! I've been having a small supply and once I tried these they helped give me a fuller supply! Now I can nurse my baby without fear I'm drying out too quickly! It's really helped me so much!",false,"0","0"
"Bestseller Bundle","5","Ashley K.","03/06/2024","No Title","Unfortunately the products did not work for me not even a little bit ??. The taste of the cookies were delicious. The brownies were super dense definitely requiring a glass of milk to tolerate. The grape flavor was strong of the lady leche as I had read prior.",false,"0","0"
"Bestseller Bundle","5","Bethany H.","03/06/2024","Incredible!!!","Im SUPER picky when it comes to tastes/textures. Like, super super SUPER picky!! However these tasted amazing and I noticed a difference in my supply after about a week!! I havent tried the drinks yet, but everything has been so good Im sure theyre gonna live up to the hype as well!! Great products!! If youre nervous about ordering give it a try!!",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","4","DESTINY V.","03/06/2024","Amazing taste","New mom, ordered 2 boxes of oatmeal chocolate chip and lady Leche drops.. the cookies melt in your mouth great taste. Drop taste like grape medicine but it isn't that bad. Unfortunately my milk production did not increase.. however I did notice my milk started to look more creamier. I will keep trying with other products.",true,"1","0"
"Bestseller Bundle","4","Rebecka N.","03/06/2024","Amazing!","Amazing and actually works! The only complaint is that the brownies aren't very good but I'm also just not a huge chocolate person. But they work. I was pumping maybe .5 oz if that for my morning pump and since taking the Milky Mama Lady Leche and a couple of treats a day I pump 4 oz for my morning pump! And I find I'm getting fuller quicker as well!",false,"1","0"
"Emergency Brownies","5","Deja S.","03/06/2024","Loved Them!","Not only do the brownies taste great but they helped me with my supply. I was going out of town and had to leave my baby for 2 days so I was pumping after every feed. I usually get around 1-2 oz and I got around 5 oz after day 4 of eating the brownies. The recommended serving is 1 brownie a day, I was eating 2. They definitely served their purpose. Will be ordering again soon!",true,"1","0"
"Pumping Queen","5","Dejanira","03/05/2024","Amazing","This product has helped my supply dramatically. I exclusively breastfeed, barely pump. As of recently I've been pumping directly after feeds and can get anywhere between 1-2oz on each side.
Also, in the MOTN after a feed get plenty. I gave my stash going for when Inreturn to work. Thank you Milky Mama.",true,"3","0"
"Emergency Brownies","5","Sara D.","03/05/2024","Good tasting- didnt really work","They taste pretty good. I was looking forward to eating them everyday but I didnt notice a change in supply. Cute packaging though.",false,"1","0"
"Bestseller Bundle","3","Christine B.","03/04/2024","Bundle","I really like the cookies and the brownies but I felt the drinks didnt have much flavor. I normally drink different supplements with more flavor. Ordered more cookies to try the different flavors.",true,"0","1"
"Lady Leche","5","MELODY H.","03/04/2024","Love it <3","Its definitely upped my milk supply!!",true,"0","0"
"Emergency Brownies","5","MELODY H.","03/04/2024","delishhhh","Delicious brownies and definitely helped with my milk supply!!",false,"0","0"
"Emergency Brownies","5","Lisa","03/04/2024","Absolutely love 'em","Not sure why but they remind me of Starbucks Brownies minus the chocolate chunks. I love the fact it has no preservatives. I do notice my milk looks thicker and my breast feel heavier. I already like the signs of increase milk supply. I would recommend, I would purchase again. And would love to see brownies with chocolate chunks.",true,"0","0"
"Milky Melon - 7 Pack","5","Lisa","03/04/2024","Can't forget the drink","Purchased the ER Brownies and Oatmeal choc chip cookies. I had to try to drinks. Milky melon was catchy. I exclusively breastfeed and I've noticed my milk is thicker and breast feel heavier. Something is doing its job!! Love the taste. Not at all too sweet. Just right for me. Would highly recommend. Would purchase again. Job well done !!!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Lisa","03/04/2024","Absolutely love 'em too","I've tried the ER Brownies and ordered these cookies. I love the fact it has no preservatives. I do notice my milk looks thicker and my breast feel heavier. I already like the signs of increase milk supply. I would recommend, I would purchase again.",true,"0","0"
"Milk Goddess","3","Pamela V.","03/03/2024","Didn't work for me","It taste like the way incense smells. It's not terrible. I appreciate these types of products so much and really hope they help some mama's. I unfortunately did not notice a difference in my milk output. I got 3oz every time I pumped and I still am getting 3oz. My 7 month old takes 6oz at each feeding. I don't know if the quality improved, it looks the same. I'm doing everything I can and I'm sad it didn't work for me.",true,"1","2"
"Milky Maiden","5","Toni B.","03/01/2024","Amazing products I swear by Milky mama","I love these products",false,"0","0"
"Lactation Brownies","5","Elyse L.","03/01/2024","So good and dairy free!","Ive eaten these brownies on and off for years with both kids. They are soooooo delicious. Recently i had to cut out dairy with my newest baby and i have a freezer full of these brownies. I had no idea they were dairy free and im thrilled i can still eat my brownie stash. Love milky mama!!",false,"2","0"
"Bestseller Bundle","5","Franicesca D.","03/01/2024","Bundle","I bought the bundle and everything was great, going to order again and assess if my supply has gotten better. The taste of the goodies are very good however the sugar content is quite high.",true,"0","0"
"Oatmeal Lactation Cookies","5","Lena","03/01/2024","OMG!!","Okay when I say this is one of the BEST oatmeal cookies I have ever had, it REALLY IS SO DELICIOUS! I was going to take a bite of it and take a picture to add, but I couldnt stop eating it ?? and the bonus of helping feed my baby!",true,"0","0"
"Peanut Butter Lactation Cookies","5","Lena","02/29/2024","Delicious","They are truly so good! Thick in size but a soft cookie! I cant wait to order more",true,"0","0"
"Emergency Brownies","5","Naomi(Nohemy) B.","02/29/2024","Amazing!","Amazed by how well these brownies work! Tried other things and nothing! My supply went down from pumping 11oz-12oz both breasts to 4oz both breasts. I'm back to my normal again!",false,"0","0"
"Emergency Brownies","5","Shay","02/28/2024","Holy Cow I Became a Cow","I bought these because I had a period of time when I was struggling to feed my son I was only producing 1oz at a time. Well these definitely deliver and you should 100% follow the directions because I panicked and ate two at once and now I have mastitis and produce 6-8oz at a time!",true,"0","0"
"Emergency Brownies","5","Stella A.","02/28/2024","I'm impressed, It works ??","I ordered the brownies and oatmeal cookies. They taste yummy and did the work. I got increase in my milk supply . Will definitely order more.",false,"0","0"
"Lactation Brownies","5","Roxanna","02/28/2024","Great Taste and Effective","These taste great and I definitely feel like they helped me increase my supply a little bit! I would definitely recommend them!",false,"0","0"
"Oatmeal Lactation Cookies","5","Stella A.","02/28/2024","I recommend this 100%","The oatmeal are my favorite. I had let down few times and increase in my milk supply . So happy ????",true,"0","0"
"Emergency Brownies","5","Sammie M.","02/28/2024","They really work!","I was pretty skeptical about ordering these Emergency Brownies but they really did work and Im so grateful for them! My baby is 5 weeks and I was trying to get my supply up around 3 weeks and Im so happy I found these. The first couple days I started eating them I was up an ounce per pumping session. They are so good too! I had to stop myself from eating more then one a day lol After I finished them I made a bad decision and started taking some lactation vitamins to assist as well that dried up my milk and my supply dropped significantly, so Im about to order another batch with some cookies.",false,"0","0"
"Emergency Brownies","3","Nelly S.","02/25/2024","Didnt work for me","I ordered the brownies and peanut butter cookies and neither worked for me as far as increasing my supply. If it did, it was barely noticeable. Both taste amazing!",true,"0","0"
"Emergency Brownies","5","Dalia G.","02/24/2024","Absolutely recommend!","I 100% recommend the emergency brownies. I was having a dip in my supple and these helped soo much! They taste really great too!",false,"0","0"
"Emergency Brownies","5","Nicole","02/24/2024","Taste amazing!!!","I was pumping about 2 oz per boob at first. Then I got sick and noticed a HUGE decrease in my supply. No matter how much oatmeal I ate or water I drank I wasn't getting anywhere with it. I started to feel so defeated. I almost thought about giving up in general. Then I seen ads for milky mama. I'm always very skeptical about things so I passed it on by more than a few times. It wasn't until my friend ordered them and posted it online where I took it seriously. She said she had seen results instantly! I started with emergency brownies. After 4 days I have seen a big difference in my supply. I even feel my breast become full again! I can't thank milky mama enough! I'm so so grateful I decided to try them out. I just ordered my second batch of brownies andddd this time I got some drinks to go with it. I'll deff be trying out other snacks soon. First picture is after first day. Second is after 3 days ?? and the 3rd picture is after 4 days! Milky mama is my hero and life saver! My baby and I thank you so much!",false,"0","0"
"Emergency Brownies","5","Dani","02/23/2024","Overall a great product","I ordered the emergency brownies and the salted caramel oatmeal cookies to see if I could boost my output to hopefully get some oversupply to freeze. Not disappointed at all. Noticed an increase of amount 1 - 1.5 oz immediately the day after eating my first brownie when pumping. My milk comes in super fast and though my milk was not watery, it still comes in a bit more milky than before. I will preface that I wasnt having an issue with supply before, just wanted max output so I can store/freeze some for when I go back to work etc. The brownies taste better than the cookies IMO. Just ordered some more brownies and some drops to see how this combo works. Did notice my son had a bit more gas than before, not sure if its the brownies or something else I am eating.",true,"0","0"
"Emergency Brownies","5","Priyanka p.","02/22/2024","Emergency brownies","Emergency brownies now they became my go to snack and my favorite one. Im waiting for my second batch of brownies to deliver.",true,"0","0"
"Emergency Brownies","5","Alka S.","02/22/2024","Brownie taste amazing","Taste of brownie was good but it didnt work out for me tried almost for a week",false,"1","0"
"Emergency Brownies","5","Beth P.","02/22/2024","Delicious","I love how these brownies taste. They are rich and make for an awesome evening snack. I take one right before bed with a bottle of water. I have noticed my milk supply go up a little bit, but I just really like how they tatse. I try to get some when I can afford to.",false,"0","0"
"Emergency Brownies","5","Stephania M.","02/22/2024","So Yummy & they work!","My milk supply dropped significantly while I had the Flu. These Emergency Brownies were life savors! They taste amazing too.",false,"0","0"
"Emergency Brownies","5","murielle s.","02/21/2024","Emergency browny","Wow This really works, the name said it all love it ??",false,"0","0"
"Emergency Brownies","5","Lauren S.","02/21/2024","they work","Im not a fan of sweets so im not jazzed about the brownies but they taste good and they work. My only request would be another food that wasnt as sweet like a muffin.",false,"0","0"
"Emergency Brownies","5","Madison W.","02/19/2024","Super tasty!","These brownies tasted great! Im not sure they increase my supply, but they definitely enrich my milk. The fat content in my milk is definitely higher the days I eat a brownie",false,"0","0"
"Lactation Brownies","5","Becca P.","12/12/2023","These Work","I purchased these after I had my 2nd. I had the most success with this postpartum experience. I was able to exclusively breastfeed for 6 months. I have recently had my 3rd child and again, purchased these. I have been able to exclusively for the last 5 weeks and am optimistic that I will continue having success.",true,"0","0"
"Pump Hero","5","Leticia G.","12/11/2023","Pump Hero","Wow pump hero has amazing herbal blend that has amazing benefits ?? Am shock how it help increase my milk supply wake up with breast full omg I recommend it 100%Thank you ?? I did order 3 bottles",true,"4","0"
"Milky Mama Milk Collectors","5","Rylee","12/11/2023","Good milk catcher","This product its good I loved using it when I started and was leaking",false,"0","0"
"Dairy Duchess","5","Lizett G.","12/11/2023","It works!","Been taking it as directed for two weeks already & there is so much difference in my milk supply already. Ive always had a low milk supply but taking these supplements have helped a lot.
Pictures are from pumping 15 mins after feeding.
Before I couldnt even get an oz. So happy I found Milky Mama!",true,"0","0"
"Emergency Brownies","5","Cathy H.","12/11/2023","Great brownies!","They taste really good and they work just ordered my second batch of emergency brownies.",true,"0","0"
"Emergency Brownies","5","Jocelyn S.","12/10/2023","Got my emergency brownie today","they taste amazing and cant wait to see what they do for me",false,"0","0"
"Pump Hero","5","K. H.","12/09/2023","Really Works","Boosts the slacker boob by 2oz!",false,"6","0"
"Mini Milky Sampler Pack","5","Dahira J.","12/09/2023","Mini milky sampler","I can really confirm that since I had my kit and started with the cookies and brownies my milk production has increased. I'm very happy about that.",true,"1","1"
"Pump Hero","5","Kelsey","12/08/2023","Pump Hero says it all","Exclusively pumping for my 2 month old. Using pump hero has increased my supply by 50% at each pump. I finally feel comfortable with the small stash of milk I have been able to freeze since starting this supplement only 2 weeks ago! Pump Hero has been my favorite supplement Ive tried on the market (and believe me, Ive tried several!)",false,"5","0"
"Pump Hero","5","Marie N.","12/08/2023","Pump hero!","Went from pumping 25 to 50oz in 2 day's.. these are amazing...",true,"3","0"
"Pump Hero","5","Christina","12/08/2023","Pump Hero","I can say that it has definitely helped with my supply. After the 2nd day I woke up engorged! That hasnt happens since my milk first came in! It works wonders and now Im not worried about losing my supply when Im back to working full time.",false,"3","0"
"Emergency Brownies","5","Kait","12/07/2023","No Title","Absolutely loves these. Taste great and work even better. Theyre overall awesome! 10/10.",false,"0","0"
"Lactation Brownies","5","Jessica B.","10/02/2023","Good","Ive tried the emergency lactation brownies and then tried these after.

I get more output with the emergency brownies than I do with the regular lactation brownies.
I will say, I found the consistency and texture of this batch better than the first batch which were the Emergency brownies.",true,"0","0"
"Emergency Brownies","5","Dwalker","09/29/2023","They work","They work great for increasing milk output after nursing my baby! 10/10
Recommend",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Jessica K.","09/29/2023","10-Oct","These cookies are amazing! They taste so good and really help with milk increase. Customer service is also top notch! Will buy again!",false,"0","0"
"Lady Leche","5","Kira B.","09/29/2023","Amazing","So my first go at breastfeeding was with my twins and I had complications early on, even completely dried up before they turned 1. With my newest baby, I didn't want a repeat, so, when I started having supply issues, I ordered a bottle of Lady Leche. It only took like a day and a half /3 doses to see results! Now, when I'm getting stressed I take a dose knowing how my supply will dip without it. It's also boosted my let downs, so I'm able to pump more to keep as a backup, I love it!",true,"4","0"
"Salted Caramel Lactation Cookies","5","Elizabeth D.","09/29/2023","Keep doing what you're doing!","These cookies are so delicious ?? and they really do work. I saw an increase in my milk production probably as soon as a day after I ate the cookies. I only ate 1 and that's all it took. Milky Mama has not only created a great product but also an empowering and supporting community for breastfeeding moms. Thank you and keep doing what you're doing!",false,"0","0"
"Lady Leche","5","Jenifer B.","09/29/2023","works great","One of the many products I have tried to increase milk production and is one of the only ones that works for me! highly recommend",false,"2","0"
"Peanut Butter Lactation Cookies","5","Elizabeth D.","09/29/2023","Sooo good","I love peanut butter and these cookies did not disappoint, they are so delicious. But most importantly they work; they definitely increased my milk production and so my munchkin is one happy camper. Thank you Milky Mama.",true,"0","0"
"Emergency Brownies","3","Brie","09/28/2023","Emergency Brownies","Unfortunately these didn't work out for me (emergency brownies) i gave them a try because my sister in law who is a nurse - swears by them. They increased her supply SOOO much that she had to stop taking them because her freezer was too full lol. BUT for me; i did not see a difference :( they do taste very good though.",true,"0","0"
"Lady Leche","5","Jessica M.","09/28/2023","Tastes good","Haven't noticed a difference yet but it tastes better than my other lactation support tincture!",true,"0","1"
"Emergency Brownies","5","Bree W.","09/27/2023","Really works","Tasty and has been a staple for me in my breastfeeding journey.",false,"0","0"
"Lactation Brownies","3","Patty F.","08/10/2023","Crumbled and messy, but tasted good","Hi!
I had the emergency brownies for my first order and they were great!
The regular brownies have all been broken up in the package and crumbling when I try an pick up the bigger pieces. Is there something different with the recipe that makes the emergency brownies stay together better?
I do notice a slight increase in my milk after a week",false,"0","0"
"Milky Melon - 7 Pack","5","Jodi C.","08/09/2023","No Title","This is my favorite flavor! When I get paid I am buying a box of this. Along with the brownies. I am so glad I found this company.",true,"0","0"
"Emergency Brownies","5","Jodi C.","08/09/2023","No Title","I am currently waiting for one of my brownies to thaw out so I can eat it lol. These really do work. I pumped 16 ounce at work the other night. That is crazy for me lol I do swear by these brownies. I gave my friend a box to try them too lol",true,"0","0"
"Mini Milky Sampler Pack","5","Jodi C.","08/09/2023","A must try","I tried this bundle cause it was cheaper of them all. And was super impressed. So much that I bought another box of the emergency brownies. Every thing tasted so good. Love the brownies. My favorite flavor of the drinks was the water melon. Come payday I am going to be purchasing the watermelon drink and more brownies. I was so impressed that I have been sharing with my other mommy friends.",true,"0","0"
"Emergency Brownies","5","Michelle T.","08/09/2023","It worked","These brownies helped get my supply back up. But when I didn't eat them my supply dropped again. Also made my baby very very gassey he was very uncomfortable and in pain because of how gassey he became. So I stopped eating them and he's great again. I could use a supply boost but I can't have my baby that uncomfortable again.",true,"0","0"
"Welcome Bundle","5","Cee E.","08/09/2023","Helped my supply","I noticed results within 3 days & my milk just started coming it was so great!! I was only pumping about 2-3 oz each pump (EP) After the 3 days & only eating 2 cookies & the lemonade mix at first, I noticed more milk coming out and it was fattier! I pumped 6 oz!! Now Ive been consistently pumping 8 oz and have so much milk in the freezer & fridge bc shes only 3 weeks so shes only taking about 2-3 oz at a time for now. But Im so happy!
I received the welcome bundle because I wasnt sure what to get & this bundle practically came with every product. I love that with the bundle, everything is full size! Its not like other companies where their bundles are just sample sizes of everything. This company actually gives the whole product so you can give it a true chance/review. Out of everything, I personally did not like the brownies. It was just a bit dry and crumbly & overly sweet. I did, however, love the oatmeal cookies & the drink mixes! They were so good. I also used the drops & just put them in my drinks so I dont think they have a taste. The caramel latte blend is so good! I got a full size bag & I pretty much am almost done with it already!!",false,"3","0"
"Emergency Brownies","5","Christiana H.","08/08/2023","Amazing emergency brownies","I started the emergency brownies recently and prior wasn't making much milk per puming session or feeding I got engorged 1st time brownie I had witch was great for me it got great flavor nice and moist I still use the emergency brownies I just haven't gotten as much as the QST time using them I'm also only 4 month pp .. I love these though!! Def a God investment!! Get you sum!!!!",true,"0","0"
"Welcome Bundle","4","Phyllisa B.","08/07/2023","Welcome Bundle Review","Items were very delicious especially the oatmeal chocolate chip cookies. Wasnt too crazy about the brownies as they were a bit drier than I usually like them. I noticed an ounce difference in my milk supply since I started. Going to keep giving this a try as its a great way for me to soothe my sweet craving and increase my breastmilk all in one. Hoping I continue to see more of an increase as I try out more products.",false,"0","0"
"Welcome Bundle","4","Isabel G.","08/07/2023","Overall Great!","My favorites were definitely the lady leche and melon packets!

The cookies and brownies are YUMMY!

The only thing Im not a fan of is the lactation smoothie- Ive tried cold milk and boiling milk, and it just tastes clumpy and meh. Ive also tried it with coffee, which was better, so I may try a more latte flavor next time!

The milk catcher does its job, but pinches a little with my big boobs and doesnt have as much suction as other brands. Its a good backup when Im washing my others though!

I really appreciated getting to try multiple things!",false,"0","0"
"Dairy Duchess","5","Maria A.","08/07/2023","Tasty","This not only helped my supply but has also helped with my energy and producing rich thick milk",true,"0","0"
"Lady Leche","5","Ahnna M.J.","08/07/2023","Works pretty good. Well pleased.","I wouldnt say there was a dramatic increase in my output, but a noticeable one for sure. I can almost time the let downs between pumping sessions and usually pump out between 3-5 ounces each session and another 1-2 ounces after a nursing session.

The flavor is good and I like that as a liquid I can drop it in pretty much anything.",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","ARIELLE L.","08/06/2023","Yum!","These are super yummy! (Have to remind myself theyre a 2 a day treat!) only downside is they do crumble very easily!",false,"0","0"
"Emergency Brownies","5","Charnee E.","08/06/2023","Chocolate Greatness","These emergency brownies are definitely a good emergency boost that helped with my milk supply once I went back to working overnight. The flavor is great & rich. I will definitely be ordering more.",false,"0","0"
"Salted Caramel Lactation Cookies","5","Charnee E.","08/06/2023","Yum","These cookies are truly my favorite. Theyre so soft and chewy, unlike other lactation cookies Ive tried. The flavor is great. I definitely saw an increase with my milk supply when I was constantly eating them (ate my whole stash ??). Consistency is key. I will definitely be ordering more.",false,"0","0"
"Lady Leche","5","Maria A.","08/06/2023","Favorite","This is by far my favorite cant wait for another one. Ive always suffered with production and also my milk causing my children to be colicky. Until I came across this herbal supplement and it has been my go to and favorite ever since",true,"1","0"
"Welcome Bundle","5","Syanne B.","08/05/2023","Best stuff yet","Im so glad there was this sampler bundle because Im one of those people I hate buying a bunch of things without trying it first. I was so thrilled learning which treats I prefer and which ones are not my cup of tea. I also love how much they help I was so scared that I was going to dry up due to going back to work and stress, but here I am now pumping 4-6 ounces a pump and or feeding my little one then pumping and still getting 4 ounces. I cant wait to order more stuff.",false,"0","0"
"Lactation Brownies","4","Christie L.","08/05/2023","Good but.","These brownies do what they are meant to so they are great for that. But when they arrived they were really hard and crumbly. Even after hours of being thawed, they crumbled with every bite which made it hard to eat with one hand. Otherwise a fantastic product.",false,"0","0"
"Lady Leche","5","Drew C.","08/04/2023","Great product!","I use this in conjunction with the emergency brownies and sometimes a cookie. Flavor is nice and I've definitely seen an increase in volume of milk, thickness of milk, breast refill rate, and letdown! This has helped give me such a peace of mind knowing that my little man is satisfied at the end of every feeding.",false,"0","0"
