"productName","rating","author","date","title","body","verifiedBuyer","upvotes","downvotes"
"Lactation Brownies","5","Tynia H.","05/22/2023","Chocolate brownies ??","These were the softest brownies Ive ever had. Im just not a big chocolate fan I wish in the future some Blondies could be added to the menu.",true,"0","0"
"Mini Milky Sampler Pack","5","Maria R.","05/22/2023","Great product!","I def recommend the only note I have is the cookies and brownies are supppppper sweet I dont have much of a sweet tooth so I probably wouldnt order those but the Lemooooonade definitely made me go from 1 oz a pump to 4! In one sitting ?? thank you will buy again -a real mom",false,"0","0"
"Emergency Brownies","3","Amber D.","05/20/2023","Taste good","The brownies taste amazing, but they did nothing for my milk supply",true,"0","0"
"Lady Leche","5","kareema c.","05/19/2023","Must buy","OK so Ive been using this product for a few weeks now and I can honestly say that it does feel like my milk has increased a bit more. Im still not at the point where I can pump and nurse but the fact that I am able to nurse my baby and hes continuing to grow healthy and strong thats all that matters to me. Well, I recommend this product anyone of course well I purchase it again, of course thank you milky mama you have truly been a lifesaver throughout this nursing journey for Me.",true,"0","0"
"Bestseller Bundle","5","Esperanza L.","05/19/2023","Used it before and now again!","The only products I recommend ! Used it with my first born & now with my second! These products help so much. I love them ! Oh and the treats are so good ! The supplements really good too!",false,"0","0"
"Lady Leche","5","Crystal C.","05/18/2023","Love it!","I will be ordering more!",false,"0","0"
"Lady Leche","5","Hannah V.K.","05/18/2023","So helpful","We had so many issues when we started feeding - mastitis, tongue tie, infant food allergies, bottle preference, you name it. My supply had started to dip and I was worried we would have to rely solely on the super expensive hypoallergenic formulas if I couldn't find an allergen free way to get my supply back up. Lady Leche saved the day! I really appreciate Milky Mama having options that are soy/dairy/gluten free - so many other products I found weren't an option for us because of baby's allergies. This supplement tastes great and boosted my supply within a couple days.",true,"0","0"
"Oatmeal Lactation Cookies","5","Jessica L.","05/17/2023","So Good!","Cookies are so good therefore you can easily eat 2 (or more) a day. They are soft and I noticed an increase in supply by an 1oz per pumping session within 2 weeks.",true,"0","0"
"Bestseller Bundle","5","Kelsey T.","05/17/2023","Loved this","I got sick after coming home with baby , and my supply dropped ! Drastically ! This was a life saver !!!",false,"0","0"
"Emergency Brownies","5","Erica F.","05/17/2023","Most try","If youre in need of a little help producing to go back to work or if youre like me and are exclusively breastfeeding without pumping this is your start to pumping that you need!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Adilene H.","05/15/2023","Yumm!!!","These cookies were very good, not a bad after taste at all! Unsure if my milk supply increased yet, I hope it does but I will definitely be buying these again!",false,"0","0"
"Lactation Brownies","5","Ty B.","05/15/2023","Amazing","Delicious brownies of course! Milk supply increased! Definitely recommend ??",true,"0","0"
"Dairy-Free Bundle","5","Yaqueline R.","05/15/2023","Not great but not bad.","Didnt really help me with my milk supply, but the products tasted good. Im more glad that theyre dairy free, and fenugreek free. Wouldnt really recommend for the intended purpose.",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Adilene H.","05/15/2023","My favorite!!!","I got the oat meal chocolate which were pretty good. But my favorite were these I finished them in like a week or so! We'll be ordering again!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Kimberly","05/14/2023","Oatmeal chocolate chip cookies","I found them to help with my milk supply. They are delicious.",true,"0","0"
"Lady Leche","5","Dayna","05/13/2023","I think it works","Im pretty sure it works! I know for sure the emergency brownies work, with this; I havent been very consistent but I do feel as though its made a difference in my milks supply. Id also like to note that I was nervous its would taste gross but it doesnt, not at all!",false,"0","0"
"Emergency Brownies","5","Dayna","05/13/2023","It works!","These brownies work! On days I feel my milk is low, I eat one of two brownies and before the day is over, i have more milk and my boobs feel heavier! So happy I found them and theyre delicious!",true,"0","0"
"Lactation Brownies","5","Nic","05/12/2023","Yummy brownies","This is my first time trying the brownies and Im going to say I love it especially if you are someone that likes chocolates and brownies. I recommend for all new mommies and current ones",true,"0","0"
"Pumpin' Punch - 7 Pack","5","Haleana B.","05/12/2023","Staple in my pantry!","This is a staple in my pantry and I drink it all day! Ive noticed a 2-3 oz. Difference when pumping. My baby is 7 months, and if Im drinking this all day long, it reminds me of the days when the milk first comes in! Thats rare after 4 months!",true,"0","0"
"Lady Leche","5","Jessica H.","05/12/2023","Lady leche","I take this twice a day morning and night and the difference in milk production is amazing. Im producing almost 2 ozs more ay every feeding. Pumping and feeding and filling back up rate is so much better. Highly recommend",true,"0","0"
"Bestseller Bundle","5","Maritza C.","05/11/2023","Finally, something that works!","My baby was born in February and after testing positive for COVID and a rough delivery, I fell behind on starting my pumping journey. I breastfed for the first few weeks having to supplement due to low milk production. Started pumping at 8 weeks and was only able to pump 5 to 10 ml per session, the amount increased once I found the right pump and started using Buddha's massage cushions (shield size matters) - I then produced 1 to 2 oz per session. My baby then refused to drink formula no matter how many times I tried, adding more stress to this journey. I was pumping around the clock barely making enough for the next feed.

I've tried many products and accessories but nothing gave me the results Milky mama has. My first pump of the day now gives me close to 8 oz, then I pump 4 oz per session for the rest of the day. I could not be more excited!! Was able to stop supplementing and breath!

Not sure which product in the bundle did the magic but I've continued purchasing the brownies and milky melon along with Lady Leche.

The biggest issue I have with the product is limiting myself to the recommended servings!

It's not an easy journey but any small amount of milk we can provide is great for our kiddos. Glad this product has eased my stress. I feel much more comfortable returning to work next week knowing I can do this!

Below is a pic of this morning's session AFTER my baby breastfed from both breasts. Never thought I'd get here and I am so thankful.

Thank you Milky Mama!",false,"1","0"
"Dairy-Free Bundle","4","AMBER W.","05/09/2023","Helpful in a pinch","Overall I think that the brownies helped initially, but with continued use the effect seemed to taper off. So I would say do not use every day, but for example I used them while on my period which was a win-win (dairy-free chocolate craving satisfied!)

The drink mixes were refreshing and reminded me to hydrate so theyre good for work. I would dump one packet into my 40oz water bottle. So I wish you got more packets in this bundle.

The Pumping Queen tincture is easy to do twice a day while pumping at work, and let sit under the tongue for maximal absorption. It tastes pretty good and Im sure it would be even better mixed into water like suggested.",false,"0","0"
"Emergency Brownies","4","Makayla","05/09/2023","Tastes good and helps","These do boost my supply for the next 1-2 pumps after eating one",true,"0","0"
"Milky Melon - 7 Pack","5","Cassaundra S.","05/08/2023","No Title","Stuff is great love the flavor",true,"0","0"
"Emergency Brownies","4","teaira w.","05/08/2023","Pump up","I was getting 3 ounces per boob with the emergency brownies it boosts me up to an ounce and a half I will be ordering again",false,"0","0"
"Mini Milky Sampler Pack","5","Jessica H.","05/08/2023","Amazing","This product is amazing. I love how fast it worked to increase my milk supply. I went from 3 Oz to 4 and sometimes 5 oz in the 14 days I've been using it. Cookies and brownies are delicious. I highly recommend.",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Casey F.","05/07/2023","I love these!","These cookies are so delicious! I also notice an increase in my milk production when I am eating them daily. I will always recommend milky mama treats to friends!",true,"0","0"
"Emergency Brownies","5","Hanna D.","05/06/2023","No Title","The taste and texture is great truly delicious I could eat the whole box.
I didn't notice to much of a supply change and I are more then daily recommended I would eat one early day and one later day. Still producing same amount . Which is bummer for the price.

But taste great and is a nice treat that my husband won't eat(:",true,"0","0"
"Emergency Brownies","5","Katie S.","05/06/2023","Yummy","These brownies are really delicious! I highly recommend putting them in the freezer after 2 weeks for them to stay fresh! I think it gave my supply a boost as well!",true,"0","0"
"Frozen Hot Chocolate Smoothie Mix","5","Amanda C.","05/05/2023","No Title","Love this smoothie. Great taste.",false,"0","0"
"Emergency Brownies","5","Adrienne P.","05/05/2023","Amazing and tasty!","I wish I knew about this 8 years ago with my first child! There brownies have been a life saver! No more stressing about my milk supply! And the added bonus they taste sooooo good!",true,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Patricia V.","05/05/2023","Very good","Both the cookie and brownie helped a lot with my milk supply.",false,"0","0"
"Emergency Brownies","5","Juju","05/05/2023","Love them! And they work! Not a gimmick!","These are the absolute truth. They work everytime and taste great. A little dry for my liking...but you pop them in the Micro foe 20 sec and they are just the most perfect ever. 10 out of 10 definitely recommend. Just wish for the girls that get them often and not monthly can get a lil discount more often",false,"0","0"
"Peanut Butter Lactation Cookies","5","Princess I.","05/05/2023","AMAZING","Being a young new mom is super scary and chaotic. Coming across Milky Mama has been one of the best discoveries yet for my little one & I. Theres been a major change in my milk supply & its all thanks to you ??",true,"0","0"
"Lactation Brownies","5","Alejandra H.","05/04/2023","Delicious.","Honestly I dint even think I need to leave a review because I'm sure many can agree, these brownies are so good that it's hard to stick to a 1-2 a day lol. My go to midnight snack for sure. Enjoy a delicious treat while helping your milk supply. Doesn't get better than that.",true,"0","0"
"Milky Melon - 7 Pack","5","Alejandra H.","05/04/2023","Fav drink","By far my favorite drink. I can drink this stuff all the time. Best flavor from the pack. Drinking water is such a challenge for me and adding this makes it so much easier to stay hydrated and work on my milk supply at the same time.",true,"0","0"
"Emergency Brownies","5","Mary E.A.S.","05/03/2023","Always reliable","I went on a 10 day vacation and pumped every day to keep my supply up but I still needed an extra boost up when I came back. Pictures dont lie here are my results.",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Rebecca R.","05/02/2023","No Title","My favorite",true,"0","0"
"Emergency Brownies","5","Kim F.","05/02/2023","5-star treat!","I ordered these to satiate my recent brownie craving, and felt like ""lactation brownies"" were a solid way to work in a treat without breaking my clean diet. Did not expect them to taste as good as they do! They're moist and rich in flavor. So it's actually a struggle to limit myself to only one a day. While I haven't been scientific about measuring the lactation increase, I feel confident these are contributing to a boost in my milk supply. I make a point to drink a couple of glasses of water to accompany this treat and feel a more noticeable fill within an hour. Absolutely recommend!",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","BreAira W.","05/02/2023","The best cookies ever","The taste and benefits of this cookie is amazing! The cookies were moist and flavorful and has also helped me produce more milk for my baby! Thank you Milky Mama",false,"0","0"
"Drink Sampler","5","Breezy T.","05/02/2023","Yummy in my Tummy","I enjoy all all flavors! best to drink between 8-12 ounces! also enjoy the salted Caramel cookies my favorites! ??????????????",false,"0","0"
"Milky Melon - 7 Pack","5","Jessica R.","05/02/2023","Great Flavor!","I can see the difference in my milk supply, and what I like the most is that the flavor is delicious! It doesn't taste like you are drinking a supplement nor anything like that! is very refreshing as well!",false,"0","0"
"Cookies 'n' Cream Smoothie Mix","5","Elizabeth G.","05/02/2023","Amazing!","Tastes and works great!",true,"0","0"
"Emergency Brownies","5","Jessica L.","05/02/2023","So Good!","These brownies taste great and after 48 hours I saw and increase in supply. After 72 hours I noticed an increase in thickness/creaminess of the milk. I buy these all the time and they never let me down.",false,"0","0"
"Lady Leche","5","Alexys W.","05/01/2023","No Title","Great product has helped me a lot",true,"0","0"
"Emergency Brownies","5","Vickie A.","05/01/2023","They are too good","Ate them all, had all kinds of milk. So kind of dangerous! I knew I should store them in the freezer but I figured I'd just buy more. This company is awesome.",true,"0","0"
"Milk Goddess","5","Alanna W.","05/01/2023","Ive tried everything","Sadly none of these products worked for me. They taste great but I did not see any results in helping me with my milk supply.",true,"0","0"
"Milk Goddess","5","Amanda C.","04/30/2023","Great product","I love this product. It helped me double what I pump. Would highly recommend it.",false,"0","0"
"Emergency Brownies","5","Courtney H.","04/30/2023","Good","The brownies are really good!! My boxes were alil messed up when delivered but its ok the brownies were fine.",true,"0","0"
"Lady Leche","5","Kayla S.","04/29/2023","Wonderful","I've only seen a small increase so far but im sure the longer I take it the better it will get. And also my newborn wasn't able to use the bathroom but every 2 to 3 day and by taking this it is helping her go to the bathroom everyday! Can't wait for the rest of my improvement",false,"0","0"
"Bestseller Bundle","5","Alesia W.","04/28/2023","Bundle box","I'm totally enjoying these products, I have seen an increase to my supply. I have also re ordered",false,"0","0"
"Frozen Hot Chocolate Smoothie Mix","5","Kiana P.","04/27/2023","Awesome stuff!","This mix has a pretty funky aftertaste in my opinion, but it does what it advertises! I've paired it with the emergency brownies and Lady Leche and my supply in 3 days has gone up by 1-2oz. I know results can take up to a week so I'm impressed! I've made the taste better by using oat milk as my base and adding international delights creamer(sweet cream) and it tastes MUCH better ??",true,"1","0"
"Dairy-Free Bundle","2","Alyssa O.","04/27/2023","Didnt work for me","Unfortunately none of the products contributed to an increase in my milk supply. The protein powder was not great tasting and definitely needs help, but the brownies were okay. I do like that these products are some of the few on the market that dont have fenugreek, however.",true,"0","0"
"Bestseller Bundle","5","Cassidy S.","04/27/2023","Variety!","I love the variety! So many options so that you're not stuck eating the same thing every day!",true,"0","0"
"Emergency Brownies","5","michelle s.","04/27/2023","Amazing","I was a terrible undersupplier and these emergency brownies are the only thing that has worked! They made the milk fattier too! Absolutely love these!",true,"0","0"
"Emergency Brownies","3","Samantha R.","04/27/2023","Taste was great, but didn't help my production","The taste of these brownies were great. Unfortunately, they just didn't help me specifically. I tried two brownies a day for the first 3 days, one in the morning and one in the evening, and then once a day after that. I didn't really notice any change in my milk quality or quantity. Everyone responds differently to different things though. Just didn't work out for me personally!",false,"0","0"
"Salted Caramel Lactation Cookies","5","Breezy T.","04/26/2023","No Title","Salted Caramel Lactation Cookies",false,"0","0"
"Emergency Brownies","5","Desiree A.","04/26/2023","Emergency Brownies","I absolutely love these! Made my milk creamier and help my production when I had to pump for storage going back to work soon and need the back up!! Love love love",false,"0","0"
"Lactation Brownies","5","Claire","04/26/2023","Legit and tasty!","I started eating these the day I went from exclusively pumping (for 3 months) to breastfeeding all but one feed - so keep that in mind - but my supply definitely went up and rose to the occasion. Plus the brownies were delish. I ate one every morning!",false,"0","0"
"Emergency Brownies","4","Rai","04/26/2023","Worth it, but not a miracle worker","I was an under supplier from the beginning with my babe. He was hungry constantly and was losing weight quick. Doctor told us we needed to start supplementing with formula to make sure he is getting what he needed. He was only getting 20-30 ml from me per session total. After 4 weeks, using the power pumping method I was averaging 8 oz a day. He was needing 24 oz. Once I started eating these once per day and continued to power pump as needed, I am now averaging 17.5 ounces a day- pumping every 3 hours 24-7. I met this average within 2 weeks (1 box). My supply is continuing to increase and I have ordered a second box. Hoping to one day supply all that my baby needs.

Giving 4 stars because it does also require a lot of effort and possibly other methods to see results.",false,"0","0"
"Dairy Duchess","5","Kylie","04/25/2023","It works!","Im definitely seeing a difference.",false,"0","0"
"Lactation Brownies","5","Rachel W.","04/25/2023","LIFE SAVIOR","I was having a hard time producing enough milk for my daughter, and these have helped increase my milk supply so my daughters eating more",true,"0","0"
"Emergency Brownies","5","Kevin M.","04/25/2023","Awesome","Awesome service and product",true,"0","0"
"Welcome Bundle","5","Kaili J.","04/25/2023","Amazing!","Started using the products a little over two weeks ago. I had a low supply and this was my last resort. About a week after I started I felt my supply come in a lot faster, my baby was nursing more and becoming more satisfied with the supply! I feel a lot happier knowing I can nurse her more!",true,"0","0"
"Mini Milky Sampler Pack","5","Rachel S.","04/25/2023","Sample Pack","Loved my order! Definitely helped increase my supply and tasted delicious!",false,"0","0"
"Lactation Brownies","5","Yajaira L.","04/10/2023","Love it","So far its been good",true,"0","0"
"Emergency Brownies","5","Yajaira L.","04/10/2023","Love it","So far its been good",true,"0","0"
"Peanut Butter Lactation Cookies","3","Erika H.","04/09/2023","Tasty but didn't change milk supply","The cookies were nice but I didn't see any increase in my milk supply. I tracked religiously since my baby's birth and the graph showed no change around the time I ate the cookies (and chocolate chip cookies and brownies).",false,"0","0"
"Emergency Brownies","4","Emma I.","04/09/2023","Delicious!","I love the taste! It is a bit funky at first but you get used to it. I do believe it works. As soon as i eat it, i can feel something happening. I combine it with the pumping punch and those two have helped me gain one more oz of milk on both breasts. Thank you so much!",true,"1","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Jonasha H.","04/09/2023","Amazing","The cookies tasted so good, I have not seen a change yet but I have only been eating them for 6 days. I finished the box today will be ordering again! I do wish the boxes came bigger since they do recommend two a day.",true,"1","0"
"Dairy Duchess","5","Ellonda W.","04/09/2023","Seems to work!","I used to pump 2 to 3 ounces, now I average 4!",false,"0","0"
"Lactation Brownies","4","Natalie K.","04/09/2023","Delicious but more dry than in the past","Ive gotten these brownies several times now and theyre always delicious!",true,"0","0"
"Dairy Duchess","4","Alexia M.","04/08/2023","Its ok","Its alright havent noticed much of anything with this one tho. The others work better for me personally.",false,"0","0"
"Emergency Brownies","5","Jennifer L.","04/08/2023","Love me some Milky Mama","Milky Mama has been an amazing experience! From customer service to the actual product, I have nothing but amazing things to say about them and my production!",true,"0","0"
"Emergency Brownies","5","Chrissy S.","04/08/2023","It works!!","At first I didnt know if the emergency brownies were gonna work but to my surprise they did and Im so thankful for them and for milky mama!!!",false,"0","0"
"Pumping Queen","5","Alexia M.","04/08/2023","Moringa !","Out of all their supplements this over I really noticed a difference with my , this is the most Ive ever produced and the most fat Ive had in my milk! This is the one!",false,"0","0"
"Emergency Brownies","5","Jennifer L.","04/08/2023","Love me some Milky Mama","Milky Mama has been an amazing experience! From customer service to the actual product, I have nothing but amazing things to say about them and my production!",false,"0","0"
"Emergency Brownies","5","Jennifer L.","04/08/2023","Love me some Milky Mama","Milky Mama has been an amazing experience! From customer service to the actual product, I have nothing but amazing things to say about them and my production!",false,"0","0"
"Lactation Brownies","5","Leanza B.","04/07/2023","Amazing product","My experience was great after having about 3 to 4 brownies over the course of 4 days has help tremendously with my milk production definitely would recommend if anyone is having issues or just wants to increase their lactation these are a great snack.",true,"0","0"
"Bestseller Bundle","5","Diana R.","04/07/2023","Fantastic & it works!","I finished the cookies in a week and seen rest results in my milk production when I pump and feeding my baby",true,"0","0"
"Bestseller Bundle","5","Lieza G.","04/07/2023","Amazing","I loved all of the items. My milk production has doubled tremendously and I am grateful for milky mama and their products.",false,"0","0"
"Lady Leche","2","Caroline B.","04/07/2023","Didnt work for me","Have been using over 2 weeks now as directed on label, and I have not seen an increase. I pump every 2 hours and have continued to pump the same amount as I did prior to purchasing. Not worth it for me",false,"0","0"
"Pumpin' Punch - 7 Pack","5","Tracy S.","04/07/2023","This really quenched my thirst and made me feel great!","Love all of the products I received. This one especially tasted great and really quenched my thirst. I felt like it increased my milk supply after just one use. It also appeared to work as a natural way to help removing fluid and bloating from my body. Really makes you pee, or enjoy water and drink it faster. Either way made me feel energetic and healthy.",false,"0","0"
"Lactation LeMOOnade - 7 Pack","3","Alexa J.","04/07/2023","Delicious but lost effectiveness over time","These drinks are delicious and the first time I had it, I noticed a change in my milk a few hours after. When I ordered more, I noticed my milk didnt have the same increasing effect as before. Could be a personal matter versus a review of the product itself but that was my experience.",true,"0","0"
"Milky Maiden","5","Savannah N.","04/06/2023","No Title","Love it! Second time user and all the milky momma products are a life saver and have a good taste too",true,"0","0"
"Milk Goddess","5","Cortney C.","04/06/2023","Wonderful","Pleasant taste , saw an increase in supply.",true,"0","0"
"Emergency Brownies","4","Samaiyah G.","04/06/2023","Emergency brownie","I love milky momma , I always order the brownies but my last Bach of brownies were dried out .",true,"0","0"
"Emergency Brownies","2","aminat b.","04/06/2023","Didn't work","I ate 2 a day and saw no increase. I also used the lady Leche at the same time. Waste of money for me.",false,"0","0"
"Lady Leche","5","Cortney C.","04/06/2023","Miracle","High quality great taste saw an increase",true,"0","0"
"Lady Leche","5","Ashden B.","04/06/2023","Lady Leche","Really good with increasing my milk supply. Taste good if you like black licorish candy.",false,"0","0"
"Lady Leche","5","Christine B.","04/06/2023","Great","It works really well.",true,"0","0"
"Mini Milky Sampler Pack","5","Jessica P.","04/06/2023","Perfect sampler pack to see what you like","I wasnt sure this would actually help but Ive been pleasantly surprised. I changed nothing in my diet except adding a treat or drink once a day and my output has been impressive. The drinks werent my fave but I already reordered the brownies and cookies. And giving lady Leche a try too!",false,"0","0"
"Lactation Brownies","5","Marini S.","04/06/2023","Amazing brownies","The taste and quality is amazing. I started eating them for a week and they are helping .",true,"0","0"
"Emergency Brownies","5","Daissy T.","04/06/2023","Love love !","Amazing ! My supply did not increase dramatically but it gave me a high oz at every pump sesin",true,"0","0"
"Drink Sampler","5","Jasmine R.","04/06/2023","Drinks","Great. Delivery time was fast and the drinks were tasty",true,"0","0"
"Salted Caramel Lactation Cookies","5","Latoya B.","04/05/2023","Best Cookies Ever","These are the best cookies I ever had in life. I will keep ordering these as long as I am breastfeeding!",false,"0","0"
"Emergency Brownies","5","Courtney L.","04/04/2023","Second Purchase!","My second time buying the emergency brownies! As I said before they work wonders.
My first time buying the regular lactation brownies. Cant wait to see if they will work for me on in between days of the emergency brownies.",false,"0","0"
"Lactation Brownies","5","Courtney L.","04/04/2023","Lactation brownies!","Great!",true,"0","0"
"Dairy-Free Bundle","5","Dezerray F.","04/04/2023","Best stuff ever","First time having the brownies omg so good and they work fast ,, First time having the lactation smoothie mix now on of my favorites",true,"0","0"
"Lady Leche","5","Brittany D.","04/04/2023","These are the best!! ??","I must say,
I was afraid that I wasnt producing the consistency needed for my baby and this supplement right here definitely help my milk stay consistent for her needs. I only used it once, and just that one time it worked. Will definitely be using it once a day. ???",false,"0","0"
"Emergency Brownies","3","Alexia M.","04/04/2023","Sadly didnt work for me","Got these due to my period and I must be one of the few this didnt work for. I saw no increase instead I saw more decrease",false,"0","0"
"Lady Leche","5","Rachelle T.","04/04/2023","So far so good","I absolutely love these snacks and have tried almost everything lactation related so I never could really tell what specifically made a difference because I always tried multiple things. Ive been using these drops for about a week now and have noticed a difference already. Im making nearly 40oz a day now (average was 30-34oz at most) and usually my last pump session Id make a total of about 3 no more than 4oz and last night I pumped 6oz . It tastes like a concentrated grape flavored mothers milk tea, its not the best tasting thing but its definitely tolerable. Truly impressed at how quickly I noticed a difference, highly recommend!!",true,"0","0"
"Emergency Brownies","5","Vanessa T.","04/04/2023","Amazing for supply!","I had a dip in my supply due to my period and these brownies really helped bring it back up. I would definitely recommend to anyone suffering from a supply dip",false,"0","0"
"Lady Leche","5","Alexia M.","04/04/2023","My favorite !","Ive ordered this 4 times now, each bottle lasts me about a month taking it 2 times twice a day. I put it under my tongue and then chase it with some juice and its like I dont taste it at all, it doesnt taste bad at all however. I noticed when I didnt reorder this one time my supply dipped dramatically to how it was before I ever tried this. Im looking forward to my next purchase!",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","4","Kirk A.","04/03/2023","Great Cookie but terrible shipping. Damaged box","My wife loves the cookies and so does our baby but we received our order with the box completely smashed and one of the boxes inside were smashed so we lost one cookie since the bag popped open. Shipping was no fault of Milky Mama but still left us slightly disappointed.",true,"0","0"
"Emergency Brownies","2","Christina F.","04/02/2023","Delicious brownies","The brownies tasted amazing but unfortunately did absolutely nothing for my milk supply. Disappointed since I really needed these and paid $37 after shipping for just brownies.",true,"0","0"
"Dairy-Free Bundle","5","needhi s.","04/01/2023","Amazing product","I really like the taste and flavor for cookies. Quality is so good packaged individually.",false,"0","0"
"Pumping Queen","5","Jennifer B.","04/01/2023","A life saver!","At 1 month post partum I was sure that I would not be able to continue exclusively bf my baby due to low supply. Thanks to pumping queen I am almost 9 months into our bf journey. My baby is big and healthy and my milk supply went from about 1 oz per side when I pumped to 4 oz per side. I can keep up with my little one and life without stressing that I cannot feed them. Milky mama is a real life saver.",false,"0","0"
"Drink Sampler","5","Emma J.","04/01/2023","Love it!","After ordering the herbal supplement I added this to my order for $10 for the sample starter and I absolutely love it! It tastes really good and I saw a difference in my milk supply by a couple ounces so I'm pretty happy. I'm going to be ordering more for sure.",false,"0","0"
"Emergency Brownies","5","Govanna g.","04/01/2023","100% recommend","Started on brownies due to stress and milk supply drop. Ordered them on a Sunday got them on a Friday. Started seeing results 3 days after. Totally worth it",false,"0","0"
"Pumping Queen","5","Emma J.","04/01/2023","It works","I was nervous about how it would taste and surprisingly it's not bad at all. I normally drink something right after. I have seen an improvement in my supply so I will be ordering more.",false,"0","0"
"Dairy Duchess","5","Jennifer","03/31/2023","So grateful for these products and for Milky Mama","My little blessing started out in the NICU and I could never get him to latch. Every attempt left both of us in tears so Ive been struggling with pumping since day 1. One of my friends told me about Milky Mama and on day 1 they sent me such a supportive text congratulating me for making it 5 months and honestly that made such a huge impact on me. Ive spent so much time fretting over pumping enough and being able to provide for my baby and Milky Mama understands that. Ive been using Dairy Duchess and its made such a difference in my milk quality. It looks richer and less watery and I am starting to feel more accomplished in my pumping journey thanks to this supplement.",true,"0","0"
"Milky Mama Nursing Bracelet","5","Braque S.","03/30/2023","Yass","Cute i like it. Dont remember to change it from arm to arm but its cute",true,"0","0"
"Lactation Brownies","4","Rachel B.","03/29/2023","Lactation brownies = yummmm","Definitely positive! Taste is delicious, and they helped increase my daily supply by about 50%. although they did dry out rather quickly (about 1.5 weeks after delivery)",false,"0","0"
"Emergency Brownies","5","Lauren H.","03/28/2023","Yummy","These taste delicious and seem to really help!",false,"0","0"
"Salted Caramel Lactation Cookies","5","Christina K.","03/28/2023","Salted Caramel Cookies","These are delicious!",false,"0","0"
"Mini Milky Sampler Pack","5","Patricia J.","03/28/2023","Yummy YUMMY YUMMY!","These treats were so delicious and the drinks were too. They really work and helped me get my supply back up. The brownies were my favorite. Even my husband had some! Best tasting lactation treats out there!",true,"0","0"
"Lady Leche","5","Ashley G.","03/28/2023","Its a working process","Ive noticed a little difference already. I just have to keep up with frequent pumping but definitely a difference and I totally recommend.",true,"0","0"
"Milky Melon - 7 Pack","5","Christina K.","03/28/2023","Milky Melon","This flavor is the best in my opinion. Really like the way it tastes.",true,"0","0"
"Emergency Brownies","5","Christina K.","03/28/2023","Emergency Brownies","Love these! They're sooooo good!",false,"0","0"
"Milky Maiden","5","Brooke M.","03/28/2023","Great brownies","The brownies tasted amazing! Unfortunately the brownies nor the supplement worked for me. My milk supply is still low and I was taking both everyday. ?",false,"3","1"
"Lactation LeMOOnade - 7 Pack","3","Melanie D.","03/27/2023","Waiting...","The product taste good. I am still waiting for a result in milk production. I also purchased the punch and the oatmeal chocolate chip cookies. My first round of products included the liquid supplement. I saw no difference.",false,"0","0"
"Oatmeal Chocolate Chip Lactation Cookies","5","Whitney M.","03/27/2023","Delicious!","I am loving the cookies! They are so delicious.",false,"0","0"
"Mini Milky Sampler Pack","4","Kaitlyn S.","03/26/2023","At least it was tasty!","While I didnt actually see any supply increase after 1 week at the very least everything tastes great! The cookies are my favorite of the 2 snacks for sure. And the watermelon flavored drink was so good! Like a jolly rancher. The other 2 had slightly strange after tastes but were still okay (unexpectedly the punch flavor has slightly coconut taste heads up). Likely wont buy again at the price point but it was worth a shot! 4 stars for quality product but dont expect a miracle either.",false,"0","0"
"Lactation LeMOOnade - 7 Pack","5","Bethany S.","03/26/2023","Lemonade vs watermelon","I recently purchased both the lemonade and watermelon lactation drink mix. The lemonade tastes so good! Watermelon is too sweet for me and I have a hard time drinking it. If you dont like sweet drinks then you will love the lemonade. I have also seen an increase in my supply since using Milky mama products. I use lady leche every day as well and have tried the a few of the sweet treats which all work well.",true,"0","0"
"Emergency Brownies","5","Dee R.","03/26/2023","Work like magic","10/10 recommend",true,"0","0"
"Emergency Brownies","5","Leslie L.","03/26/2023","IT REALLY WORKS!!","These emergency brownies have really help increase my milk supply. I'm so happy I found this product. Plus it tastes delicious",false,"0","0"
"Oatmeal Lactation Cookies","5","Dee R.","03/26/2023","I Love These Cookies","only products that work for my supply and taste good! exact oatmeal flavor cookie",true,"0","0"
"Emergency Brownies","5","Ashley C.","03/25/2023","Love the emergency brownies","My supply tanked after taking a weekend trip and only pumping (I typically nurse between pumping sessions) I bought the brownies before my trip after hearing great things. After just 2 brownies and 24 hours my supply increased!!! I will be purchasing again",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Jess G.","03/25/2023","Great","They were wonderful! Great product and great company!",false,"0","0"
"Peanut Butter Chocolate Chip Lactation Cookies","5","Jess G.","03/25/2023","Great","Great product and great company",true,"0","0"
"Peanut Butter Lactation Cookies","5","Danielle P.","03/24/2023","Tastiest cookies!","I've already seen an increase in my supply after one week of trying theses cookies. The peanut butter cookies are seriously so yummy! My favorite so far!",true,"0","0"
"Lactation Brownies","5","Angelique G.","03/24/2023","Delicious","Idk if they work or not but so good",false,"0","0"
